baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
EHHADH	5090.63373304315	5.1633043789167	0.323552107007854	15.9581849942685	2.49893340550169e-57	4.21394255758717e-55
PROZ	277.685369854855	7.08665706889718	0.444086287756765	15.957838069476	2.5128606496925e-57	4.21394255758717e-55
BAAT	7268.49694782737	12.3778112779295	0.776401995699401	15.9425289302345	3.21092094181987e-57	5.34663561051625e-55
PNPLA3	397.133943710837	7.78335103016879	0.490037609594023	15.8831707562548	8.28806737186016e-57	1.37042904201142e-54
UGT2B4	8507.1942708977	14.6122921113984	0.920111856514043	15.8809953463254	8.58059074863254e-57	1.40894491841261e-54
PHYH	4028.57480140299	3.91637305575412	0.246926850501999	15.8604584628694	1.19021846292437e-56	1.94087693488598e-54
ABCB11	1321.06088923299	9.57007755741712	0.607843281072222	15.7443174176997	7.51374962328978e-56	1.21686719070333e-53
ABCG8	999.398687210676	7.22432044234193	0.459629553886197	15.7177021826813	1.14397901146995e-55	1.84009413103449e-53
PGC	111083.601505443	-19.654101905883	1.25072403261398	-15.7141794619606	1.20936785199299e-55	1.93212857164691e-53
FAH	1749.87830289825	4.79438041260353	0.305516382581334	15.6927113763766	1.69651631458695e-55	2.69222337304755e-53
TTC36	443.34683534722	8.11653246624831	0.518322362731984	15.659236509626	2.87325763367694e-55	4.52921178321941e-53
ABCB4	2233.73915414309	7.47587855406133	0.477857901832859	15.644564054266	3.61838639865959e-55	5.66600969511961e-53
DBH	432.846371942465	6.58288075662682	0.421088729136128	15.633001553216	4.33874460473332e-55	6.74931685387628e-53
CNDP1	776.37924505882	10.1711595063296	0.65176754322489	15.6055017038798	6.67826753694462e-55	1.03207605170624e-52
TFF2	14779.0986441688	-12.9782922899624	0.832316944214436	-15.5929689767541	8.12671278862274e-55	1.24776703822717e-52
GLYATL1	2915.54598449938	8.35097580804792	0.535764561244197	15.5870253692304	8.91910411166577e-55	1.36059494658282e-52
CTSE	10540.7103528407	-12.8544428454474	0.826792457983382	-15.5473634541859	1.65791756967764e-54	2.51291416250177e-52
ST6GALNAC1	673.703031507191	-7.8890221566432	0.507458289910491	-15.5461489416888	1.6896502502511e-54	2.5446993737062e-52
SLC16A2	1293.99093186153	4.14026322132595	0.266650855337081	15.5269077089295	2.28117784711771e-54	3.41382596171507e-52
GBA3	1304.62203040521	8.73092995396707	0.562591248704189	15.5191357385614	2.57495736309389e-54	3.82923690882736e-52
DUSP10	679.003862473283	4.35262694098155	0.280929889984549	15.4936412826024	3.82971597193265e-54	5.65960213477172e-52
F10	987.29529132733	4.74192451492988	0.306897046591405	15.451189796698	7.40635862244348e-54	1.08772266849488e-51
SLC27A2	2049.39505564211	6.80170554834578	0.441728810697465	15.3979214930678	1.69015250299127e-53	2.46689234155731e-51
DEPDC7	501.282810489095	6.79425262205858	0.441676241042667	15.3828800164106	2.13247304945092e-53	3.09339418737834e-51
AMDHD1	766.863330210868	7.81885987236604	0.51031271576281	15.3217030084749	5.47636405137769e-53	7.89564804846497e-51
ESRP1	567.633792393652	-6.76275107039577	0.441395573816376	-15.3212933512766	5.51099100557419e-53	7.89741711071526e-51
ITIH4	298.145719802343	6.63233391153996	0.43361177299046	15.2955577423537	8.1856547857163e-53	1.16596269523049e-50
LEAP2	1691.68134917769	7.57572025313268	0.496121752473987	15.2698812647403	1.21393910290239e-52	1.71877784958844e-50
NR1I3	610.323387011844	9.06407048448681	0.595984292640281	15.2085727701512	3.10233095183405e-52	4.36634615214976e-50
APOA1	71094.4130040333	10.8425747346153	0.714859111138215	15.1674288900809	5.81088576182782e-52	8.13008247564608e-50
SMOC1	923.302984893308	4.21212670038272	0.2777608548651	15.1645799852842	6.0685868302751e-52	8.44069032952086e-50
PECR	1499.41829082029	5.44084718169706	0.359133354281709	15.1499355791642	7.58409078647129e-52	1.04868904471412e-49
PON3	2480.81068647633	7.37170096080071	0.48684037133077	15.1419261731526	8.56673729823272e-52	1.177677345446e-49
CCL16	534.028940957316	9.40382171896967	0.622319796974809	15.1109152636363	1.37220439620151e-51	1.87547820509739e-49
ITIH2	21632.5291348424	12.1000078206631	0.804473457642939	15.0409037187074	3.9610540291775e-51	5.38270819079897e-49
APOC1	21327.3617919099	9.37013612733224	0.625258762074043	14.9860133047166	9.06326520554063e-51	1.22457660448576e-48
EVA1A	628.312902330642	7.13474473680116	0.477436262017545	14.9438685420568	1.7076700056061e-50	2.29419643650887e-48
ATP2B2	391.241820088962	7.39871131071494	0.495341991940673	14.9365719666284	1.9052751220809e-50	2.5452107492431e-48
KCNN2	205.859964803723	6.29280926662649	0.423267774212026	14.8672061754322	5.38125477117208e-50	7.14830163282943e-48
LRG1	5075.56274985886	5.08591395707156	0.34210724628387	14.8664315424977	5.4438664179007e-50	7.19107382409285e-48
MST1	1646.72391804861	5.66990997182266	0.381700763713302	14.8543322697708	6.52144739778591e-50	8.56664576225821e-48
RCL1	816.525839752262	3.53670144661775	0.238251743705751	14.8443885094318	7.56413900358052e-50	9.88144015136251e-48
TFPI	2966.00576806068	4.37065718361447	0.294753436418974	14.8281805861691	9.63080324324067e-50	1.25121067410124e-47
PKLR	1290.27851776703	11.1458804056757	0.753236126143708	14.797325856818	1.52423012793083e-49	1.96942193305598e-47
ALDH1B1	2783.30519862479	4.31774923991455	0.292960096467439	14.7383527380646	3.65593740743544e-49	4.69807826080494e-47
CYP2A6	10797.688713439	14.9549605245187	1.02109629135508	14.6459845669131	1.42915900335933e-48	1.82661970996927e-46
GKN1	74031.4504269719	-19.0686654671106	1.30336104036611	-14.6303785954461	1.79783936958054e-48	2.28547913407161e-46
C9	12062.8932783705	17.5600589642034	1.21074028547608	14.5035720499699	1.15005902068237e-47	1.45417890609811e-45
BDH1	2109.17096163696	3.90729069152925	0.269756296863391	14.4845207951085	1.51777467027368e-47	1.90892457865006e-45
RBP4	41521.902760041	10.6863551478298	0.739591698044713	14.4489928376451	2.54378329432708e-47	3.18242095208274e-45
AIG1	1825.36648979983	3.91273047637018	0.270953439090116	14.4406008999533	2.87326157099211e-47	3.57569841295308e-45
ENPEP	677.202529200339	5.23310495938012	0.362993052343835	14.4165430318573	4.07235001539597e-47	5.04139874942606e-45
HOGA1	352.011533835164	8.4132691999827	0.585289462322506	14.3745441214638	7.47607089148938e-47	9.20685917860763e-45
SHMT1	3278.55513651538	4.75981421424254	0.331555606602543	14.3560058085473	9.7697767478545e-47	1.19692420312445e-44
VTN	30951.2834729979	9.7924546463866	0.68471872441912	14.3014266985236	2.14369279375894e-46	2.61276371692939e-44
ENPP1	1182.82220670382	4.31358765292679	0.30207748295392	14.2797391276754	2.92695044619898e-46	3.54911504104487e-44
GSTZ1	917.814971255199	3.44837760709024	0.242408346864518	14.2254903830417	6.36565534253079e-46	7.67938370276227e-44
ALDOB	55232.9233388494	8.77998352311169	0.619116181352597	14.1814796439819	1.19304226777754e-45	1.43195352393909e-43
CDO1	2542.4519773155	8.70160165102736	0.614297717908623	14.1651212390174	1.50606775162283e-45	1.79853393874353e-43
PZP	532.618880059639	8.42389249359195	0.596576834398835	14.1203814963426	2.84447281040796e-45	3.37977686442695e-43
AADAT	538.316099881765	4.32685081970772	0.306770871584069	14.104503460075	3.56288177310855e-45	4.21221697625758e-43
AGTR1	785.904861912869	6.35959803962856	0.452750269902377	14.0465913824852	8.0831993697421e-45	9.50881836306228e-43
AGR2	8186.4740753809	-13.1215608374004	0.935970098975817	-14.0192094296161	1.18932130991418e-44	1.39215358281786e-42
LINC01554	668.257283155415	8.15571767061239	0.583653917990318	13.9735507964973	2.26068551619033e-44	2.63319748917834e-42
GGH	870.469246035755	4.13997662847432	0.296515063322926	13.9621123530091	2.65448077632948e-44	3.07672539001522e-42
CXCL17	1473.72046336779	-10.2766255470244	0.736887597367652	-13.9459879413564	3.3280744086831e-44	3.83864972650302e-42
DAO	765.262203499886	10.4099600806452	0.748009556562691	13.9168811271366	5.00262039401644e-44	5.74208539886013e-42
SLC22A7	2737.70604705179	12.9693822616638	0.932425389961906	13.9092976245463	5.56229823422988e-44	6.35364935982442e-42
DCXR	4140.71094333711	4.61583823224858	0.331967484587805	13.9044889832507	5.94902251624276e-44	6.7627229517577e-42
UGT1A9	363.015535882639	8.46966082627076	0.609977823488436	13.8851946745099	7.78884717243124e-44	8.81183212402568e-42
OGDHL	1287.74551584529	6.23389460232701	0.449057038568356	13.8821888243894	8.12251202730906e-44	9.14556175646299e-42
ACAA2	4987.48037722938	4.61349553020878	0.332614369758265	13.8704035353666	9.57366730274545e-44	1.07284058470813e-41
SLC28A1	516.532169813837	9.14425788882676	0.661252121912467	13.8287010140396	1.71082036281649e-43	1.90812959805641e-41
FGL1	9255.27016333001	11.5329635684094	0.834124850444553	13.8264236609937	1.76583957697723e-43	1.96024773697778e-41
F9	6849.46549205978	16.7435940649051	1.21128729283764	13.8229750810647	1.85252346558429e-43	2.04686529643647e-41
HABP2	5071.23062523952	4.89325211410755	0.354410258691374	13.8067451325349	2.32083267071227e-43	2.55237620925542e-41
SLC30A1	2419.09793165329	3.25623141907286	0.236279043098189	13.7812959472655	3.30289269081108e-43	3.6155971145476e-41
SDC2	3812.99581608076	3.73068336884248	0.271255499567035	13.7533925571913	4.85961964649471e-43	5.2951938498326e-41
SLC22A25	537.296480688661	9.88659887635568	0.72039783212865	13.7238043139893	7.31255391143205e-43	7.93143748788123e-41
PFKFB1	209.703316117416	6.76259703432922	0.494053408824269	13.6879878036316	1.1978053068727e-42	1.29324687127876e-40
FCN3	726.472361273797	7.90888696895019	0.578973453398258	13.6601892928412	1.75526881854875e-42	1.88651505520842e-40
GBE1	1222.94517549931	3.11176127333582	0.228094459718592	13.6424237448595	2.23990338713121e-42	2.39649391804151e-40
MUC6	17244.1094725479	-8.08962401312497	0.594172157056551	-13.6149496691327	3.26370502749341e-42	3.47613988176044e-40
ARFGEF3	714.503349828439	-6.51574044627525	0.478903052246453	-13.6055521377678	3.71154797838151e-42	3.93540591698792e-40
ABCC6	1464.18261624624	4.38036759983366	0.322113289993636	13.5988415750254	4.06826077325595e-42	4.29437615998379e-40
ACSM2A	2585.28400623631	10.3794700991401	0.764311725886067	13.5801528978339	5.25166952452832e-42	5.51892115144321e-40
SORD	2822.43699161891	3.80326252349833	0.281234860359362	13.5234391591374	1.13731991349203e-41	1.18990837851854e-39
FMO3	7819.04410375097	7.56492284908905	0.561162655567725	13.4808023556658	2.02888396270497e-41	2.11334631269423e-39
SLC25A15	1284.07576787626	3.8240237192425	0.283913207846972	13.4689884568654	2.38105639593652e-41	2.46930168780347e-39
GGCX	2095.50678546472	3.32262651437395	0.246862646149575	13.4594138327463	2.71057935969892e-41	2.79876196332232e-39
UGT2B10	6812.47353714692	16.7357942138089	1.24715800702685	13.4191450638288	4.67070344310095e-41	4.80168621357052e-39
HULC	885.440376231423	6.84238415836722	0.509935939649269	13.4181249571728	4.73543375803815e-41	4.84715719518667e-39
INHBC	2197.23609229777	12.6501109588089	0.944131959437304	13.3986683030498	6.15577849812241e-41	6.27385269776312e-39
CHRD	468.62368122405	3.69253333865938	0.275838971202882	13.3865542006517	7.24654945446739e-41	7.35384814810649e-39
LCAT	1035.58746975891	5.10118047528982	0.381260083683514	13.3797916267687	7.93695679844039e-41	8.02005741449244e-39
HNF4A-AS1	649.237296183466	10.486662187969	0.785964703322639	13.3424085631798	1.31152566717877e-40	1.31961805959328e-38
