SYMBOL	GSM1480291_LVirgin	GSM1480292_LVirgin	GSM1480293_LPregnant	GSM1480294_LPregnant	GSM1480295_LLactate	GSM1480296_LLactate	GSM1480297_BVirgin	GSM1480298_BVirgin	GSM1480299_BPregnant	GSM1480300_BPregnant	GSM1480301_BLactate	GSM1480302_BLactate
Gm4710	0	0	0	0	0	0	0	0	0	0	0	0
Gm4705	2399	2267	1577	1530	721	669	1609	2021	1457	1507	1082	961
Gm4701	0	0	0	0	0	0	0	0	1	0	0	0
Gm4673	194	178	59	53	17	16	162	98	18	16	18	24
Gm4666	0	0	0	0	0	0	0	0	0	0	0	0
Gm4664	0	0	0	0	0	0	0	0	0	0	0	0
Gm4663	0	0	0	0	0	0	0	0	0	0	0	0
Gm4657	0	0	0	0	0	0	0	0	0	0	0	0
Gm4631	1	5	4	1	2	2	2	2	1	2	5	6
Gm4610	9	13	9	9	2	1	1	4	5	3	1	1
Gm4604	5567	5855	3881	3417	1520	1420	3212	3815	3442	3030	1736	1646
Gm4598	0	0	0	1	4	2	0	0	0	0	0	0
Gm4583	7	4	13	5	0	0	3	0	3	4	0	0
Gm4581	1959	2299	1942	1777	755	736	1743	1813	1720	1568	915	850
Gm4567	0	0	0	0	0	0	0	0	0	0	0	0
Gm4566	0	1	1	0	0	0	1	0	0	0	1	0
Gm4565	0	0	0	0	0	0	0	0	0	0	0	0
Gm4559	0	0	0	0	0	0	0	0	0	0	0	0
Gm4557	0	0	0	0	0	0	0	0	0	0	0	0
Gm4553	0	0	0	0	0	0	0	0	0	0	0	0
Gm4544	22	24	40	57	12	18	17	10	14	21	29	47
Gm4541	0	0	0	0	0	0	0	0	0	0	0	0
Gm4532	2	4	3	6	0	1	16	8	8	6	6	11
Gm4524	155	232	889	989	277	260	446	515	1066	1152	1212	1190
Gm4513	0	0	0	0	0	0	0	0	0	0	0	0
Gm4498	0	0	0	0	1	0	0	0	0	0	0	0
Gm4489	0	0	0	0	0	0	0	0	0	0	0	0
Gm4461	0	0	1	0	0	0	0	0	0	0	1	0
Gm4454	0	0	0	0	0	0	0	0	0	0	2	0
Gm44505	0	0	0	0	0	0	0	0	0	0	0	0
Gm44502	0	0	0	0	0	0	0	0	0	0	0	0
Gm4450	0	0	0	0	0	0	0	0	1	0	0	0
Gm4425	11	16	8	1	1	2	12	5	10	4	3	1
Gm4419	24	27	10	6	10	8	17	8	14	14	45	42
Gm4416	0	0	0	0	0	0	0	0	0	0	0	0
Gm44	0	0	0	0	0	0	0	0	0	0	0	0
Gm438	0	1	0	2	0	0	0	1	0	0	0	0
Gm4374	310	273	251	250	135	149	220	209	226	226	191	171
Gm4371	1	0	0	0	0	0	0	0	0	0	0	0
Gm436	0	0	0	0	0	0	0	0	0	0	0	0
Gm4349	74	70	46	52	40	52	73	81	60	33	38	58
Gm4342	186	201	159	134	63	69	139	150	92	90	63	61
Gm4340	0	0	0	0	0	0	0	0	0	0	0	0
Gm4322	3	10	1	0	1	1	3	1	0	0	0	0
Gm4312	0	0	0	0	0	0	0	0	0	0	0	0
Gm4307	0	0	0	0	0	0	0	0	0	0	0	0
Gm4305	0	0	0	0	0	0	0	0	0	0	0	0
Gm4303	0	0	0	0	0	0	0	0	0	0	0	0
Gm4302	0	0	0	0	0	0	0	0	0	0	0	0
Gm4301	0	0	0	0	0	0	0	0	0	0	0	0
Gm4297	0	0	0	0	0	0	0	0	0	0	0	0
Gm4285	57	74	82	88	36	49	31	41	37	46	34	50
Gm428	0	0	0	0	0	0	0	0	0	0	0	0
Gm4278	0	0	0	0	0	0	0	0	0	0	0	0
Gm4271	0	0	0	0	0	0	0	0	0	0	0	0
Gm4265	0	1	0	0	0	0	0	0	0	2	1	0
Gm4262	7	11	9	9	11	8	8	4	11	14	24	18
Gm4251	0	0	0	0	0	0	0	1	1	0	1	0
Gm4245	62	69	61	48	43	26	54	58	47	63	61	67
Gm4242	0	0	0	0	0	0	0	0	0	0	0	0
Gm4224	0	0	0	0	0	0	0	0	0	0	0	0
Gm4216	0	0	0	0	0	0	0	0	0	0	0	0
Gm4214	0	0	0	0	0	0	0	0	0	0	0	0
Gm4211	1	7	2	0	3	3	0	3	0	3	0	2
Gm4201	0	0	0	0	0	0	0	0	0	0	0	0
Gm4199	198	229	226	272	124	126	126	114	139	117	140	117
Gm4187	0	0	0	0	0	0	0	0	0	0	0	0
Gm4184	350	316	436	406	498	503	226	218	284	253	173	152
Gm4177	0	0	0	0	0	0	0	0	0	0	0	0
Gm4175	0	0	0	0	0	0	0	0	0	0	0	0
Gm4166	0	0	0	0	0	0	0	0	0	0	0	0
Gm4141	0	1	0	0	1	0	0	0	0	0	0	0
Gm4133	0	0	0	0	0	0	0	0	0	0	0	0
Gm4130	1081	1132	950	775	451	429	1041	997	1099	962	638	584
Gm4129	3	7	5	3	1	1	4	7	5	5	3	2
Gm4117	0	1	1	0	4	4	26	47	36	57	71	58
Gm41	0	0	0	0	0	0	0	0	0	0	0	0
Gm4070	216	358	48	54	882	969	700	1202	205	213	296	160
Gm4064	0	0	0	0	0	0	0	0	0	0	0	0
Gm4027	19	15	15	14	7	6	20	25	26	24	20	10
Gm4024	1311	1263	1334	1139	1133	1089	998	831	890	829	814	680
Gm4013	21	21	25	23	5	9	8	16	15	28	18	9
Gm3993	0	0	0	0	0	0	0	0	0	0	0	0
Gm3985	0	0	0	0	0	0	2	0	0	6	0	9
Gm3952	1	1	3	2	0	1	1	0	1	0	2	1
Gm3948	0	0	1	1	0	0	0	0	0	2	0	0
Gm3940	1	0	3	5	0	0	0	2	0	2	1	0
Gm3934	634	595	512	583	423	443	675	511	827	817	664	630
Gm3916	0	0	0	0	0	0	0	0	0	0	0	0
Gm3902	4	3	11	6	4	2	11	3	3	1	3	1
Gm3898	0	0	0	0	0	0	0	0	0	0	0	0
Gm3897	54	45	32	38	27	15	51	41	43	68	94	72
Gm3893	0	0	0	0	0	0	0	0	2	0	1	1
Gm3883	1	0	1	0	1	0	3	7	5	6	7	1
Gm3878	0	0	0	0	0	0	0	0	0	0	0	0
Gm3873	873	764	745	707	617	618	612	450	619	591	449	454
Gm3852	4	4	7	7	2	2	3	3	1	5	1	2
Gm38427	0	0	0	0	0	0	0	0	0	0	0	0
Gm38426	60	49	72	75	64	66	21	24	28	39	41	57
Gm38425	0	0	1	0	0	0	4	0	1	0	2	2
Gm38424	7	7	1	2	1	2	6	6	7	6	5	6
Gm38423	0	0	0	0	0	0	0	0	0	0	0	0
Gm38422	10	14	11	8	6	4	8	5	6	6	9	12
Gm38418	0	0	0	1	14	11	0	0	0	0	0	0
Gm38402	0	0	0	0	0	1	0	0	0	2	2	0
Gm38396	434	393	117	83	67	77	241	192	169	188	275	240
Gm3837	505	517	382	359	142	156	510	534	621	598	553	434
Gm3831	0	0	0	1	0	0	2	0	0	0	0	0
Gm382	0	0	0	0	0	0	0	0	0	0	0	0
Gm3787	0	1	1	0	0	0	2	2	4	3	0	2
Gm3785	2	6	3	3	5	2	4	3	3	6	0	1
Gm378	0	0	0	0	0	0	1	0	0	1	0	1
Gm3776	0	0	0	0	0	0	0	0	0	1	0	0
Gm3764	9	9	5	2	1	0	0	0	0	0	0	0
Gm3763	0	0	0	0	0	0	0	0	0	0	0	0
Gm3750	0	0	0	0	0	0	0	0	0	0	0	0
Gm3739	2	1	0	0	7	7	17	10	15	29	13	6
Gm3727	0	0	0	0	0	0	0	0	0	0	0	0
Gm37254	46	43	50	37	15	16	32	29	44	21	26	18
Gm3716	5	8	3	6	1	2	9	18	64	40	24	18
Gm3706	0	0	0	0	0	0	0	0	0	0	0	0
Gm37013	0	0	0	0	0	0	0	0	0	0	0	0
Gm3701	0	0	0	0	0	0	0	0	0	0	0	0
Gm3696	0	0	1	1	14	17	13	10	16	16	10	16
Gm3693	0	0	0	0	0	0	0	0	0	0	0	0
Gm3685	0	0	0	2	6	3	1	1	0	0	1	0
Gm3681	0	0	0	0	0	0	0	0	0	0	0	0
Gm3676	0	0	0	0	0	0	0	0	0	0	0	0
Gm3669	0	0	0	0	0	0	0	0	0	0	0	0
Gm3667	0	1	1	1	31	30	40	41	38	42	48	33
Gm3657	0	0	0	0	0	0	0	0	0	0	0	0
Gm3650	57	65	34	39	24	20	71	82	69	71	63	50
Gm3646	0	0	0	0	0	0	0	2	0	0	0	0
Gm3643	0	0	0	0	0	0	0	0	0	0	0	0
Gm364	0	0	0	0	0	0	0	0	0	0	0	0
Gm3636	3	6	5	1	25	33	40	34	34	36	31	31
Gm3629	4	5	3	1	10	21	44	46	45	47	27	36
Gm3625	16	12	10	12	7	4	15	15	17	10	8	18
Gm3609	13	11	4	1	2	1	4	6	5	5	1	6
Gm3604	38	23	12	2	15	3	20	18	5	9	15	16
Gm3594	0	0	0	0	14	9	2	0	0	0	0	2
Gm3591	0	2	0	0	5	12	19	17	18	29	12	13
Gm3558	5	14	0	5	32	49	95	86	110	87	83	98
Gm3552	5393	5741	4363	4197	2087	1908	3057	3369	2984	2506	1670	1456
Gm3532	0	0	0	0	0	0	0	0	0	0	0	0
Gm3527	0	0	0	0	0	0	0	0	0	0	0	0
Gm3521	0	0	0	0	0	0	0	0	0	0	0	0
Gm3510	0	0	0	0	0	0	0	2	0	2	1	3
Gm3500	57	35	12	25	326	312	371	364	462	417	368	333
Gm3476	0	0	0	0	24	9	4	2	2	1	3	2
Gm3470	2	4	3	0	0	2	54	36	73	47	65	59
Gm3460	0	0	0	0	2	7	0	1	0	0	0	0
Gm3453	0	0	0	1	4	8	13	6	12	18	7	3
Gm3448	0	2	2	0	0	1	0	0	2	2	0	0
Gm3435	32	28	15	16	7	13	89	73	82	69	106	109
Gm3434	0	0	0	0	0	0	0	0	0	0	0	0
Gm3428	0	0	0	0	0	0	0	0	0	0	0	0
Gm3424	0	0	0	0	1	3	0	0	0	0	0	0
Gm3417	10	8	16	14	10	6	14	20	16	23	14	18
Gm3415	0	0	0	0	0	0	0	0	0	0	0	0
Gm3414	81	86	133	93	91	89	80	69	106	106	73	62
Gm3409	0	0	0	0	0	0	0	0	0	0	0	0
Gm3404	0	0	0	0	0	0	0	0	0	0	0	0
Gm3402	0	0	0	0	0	0	0	0	0	0	0	0
Gm340	239	242	332	306	182	179	168	146	163	126	178	112
Gm3383	0	0	0	0	0	0	0	0	0	0	0	0
Gm3376	0	0	0	0	0	0	0	0	0	0	0	0
Gm3373	2	2	0	0	20	23	22	34	28	24	25	28
Gm3364	0	0	0	0	0	0	0	1	0	0	0	0
Gm3362	1739	1899	1536	1373	503	503	1107	1271	1173	978	625	548
Gm3336	4	6	3	2	0	2	1	7	6	7	9	2
Gm3317	2	0	0	0	3	4	12	7	5	19	2	10
Gm3302	0	0	0	0	0	0	0	0	0	0	0	0
Gm3298	0	0	0	0	3	1	4	1	3	1	3	2
Gm3286	0	0	0	0	0	0	0	0	0	0	0	0
Gm3285	0	0	0	0	0	0	0	0	0	0	0	0
Gm3279	0	0	0	0	0	0	0	0	0	0	0	0
Gm3278	0	0	0	0	0	0	0	0	0	0	0	0
Gm3269	0	0	0	0	0	0	0	0	0	0	0	0
Gm3264	0	0	0	0	1	2	1	2	1	2	1	2
Gm3259	0	0	0	0	0	0	0	0	0	0	0	0
Gm3257	1	0	0	0	0	0	0	0	0	1	0	0
Gm3252	0	0	0	0	1	1	1	0	3	0	0	1
Gm3250	0	0	0	0	0	0	0	0	0	0	0	0
Gm3248	0	0	0	0	2	2	0	2	1	0	0	0
Gm3244	45	35	23	30	27	35	20	29	28	20	20	20
Gm3239	0	0	0	1	0	0	2	0	0	1	0	0
Gm3238	0	0	0	0	0	0	0	0	0	0	0	0
Gm3233	0	0	0	0	0	0	0	0	0	0	0	0
Gm3230	4	12	6	0	0	0	9	14	9	5	10	15
Gm3227	0	0	0	0	0	0	0	0	0	0	2	0
Gm3219	258	231	144	113	39	38	385	308	320	317	287	299
Gm3213	0	0	1	0	0	0	0	0	0	0	0	0
Gm3194	0	3	0	1	1	7	5	9	10	7	8	8
Gm3187	0	0	0	0	0	0	0	0	0	0	0	0
Gm3183	0	0	0	0	0	0	0	0	0	0	0	0
Gm3182	0	0	0	0	1	3	0	0	0	0	0	0
Gm3173	3	4	2	2	4	4	14	8	26	11	13	13
Gm3159	0	0	0	0	0	1	1	0	0	0	2	0
Gm3150	639	733	685	643	343	416	536	464	436	387	313	239
Gm3149	0	0	0	0	5	1	2	0	1	0	1	0
Gm3147	0	0	0	0	0	0	0	0	0	0	0	0
Gm3143	0	0	0	0	0	0	0	0	0	0	0	0
Gm3142	0	0	0	0	0	0	0	0	0	0	0	0
Gm3141	565	626	718	696	279	317	820	827	1025	820	559	420
Gm3139	0	0	0	0	0	0	0	0	0	0	0	0
Gm3134	0	0	0	0	0	0	0	0	0	0	0	0
Gm3127	0	0	0	0	0	1	0	0	0	0	0	0
Gm3115	0	0	0	0	3	1	0	0	0	0	0	1
Gm3106	0	0	0	0	0	0	0	0	0	0	0	0
Gm3099	0	0	0	0	0	1	1	0	0	0	0	0
Gm3095	3	5	0	0	9	16	28	40	30	38	38	21
Gm3089	0	0	0	0	0	0	0	0	0	0	0	0
Gm3086	8	4	9	10	4	4	9	10	9	6	8	11
Gm3055	76	88	17	7	9	10	81	39	27	25	19	34
Gm3047	0	0	0	0	0	0	0	1	0	0	0	0
Gm3045	0	0	2	0	0	0	0	0	2	3	1	4
Gm3043	0	0	0	0	0	0	0	0	0	0	0	0
Gm3029	0	0	0	0	2	3	2	4	8	7	6	7
Gm3020	0	0	0	0	2	0	1	1	1	0	3	0
Gm3005	1	0	0	0	0	2	0	1	0	0	0	0
Gm3002	0	0	1	2	10	6	12	9	7	2	5	9
Gm2a	2272	2680	6809	6947	15459	15967	901	859	961	775	1231	1267
Gm29673	3	6	4	886	7	12	1	0	0	27	1	1
Gm2964	0	0	0	0	0	0	0	0	0	0	0	0
Gm2959	0	0	0	0	0	0	0	0	0	0	0	0
Gm29349	0	0	0	0	0	0	0	0	0	0	0	0
Gm2933	0	0	0	0	0	0	0	0	0	0	0	0
Gm2921	0	0	0	0	1	0	0	0	3	2	3	6
Gm2913	0	0	0	0	0	0	0	0	0	0	0	0
Gm2904	32	43	25	23	8	13	21	31	38	38	35	29
Gm2897	13	13	2	7	53	53	122	148	153	122	118	100
Gm2895	7	7	7	10	3	1	6	4	5	5	2	3
Gm2888	0	0	0	0	0	0	0	0	0	0	0	0
Gm2885	12	17	2	5	0	1	2	1	0	0	2	5
Gm2863	0	0	0	0	0	0	0	0	0	0	0	0
Gm2848	0	0	0	0	0	0	0	0	0	0	0	0
Gm2837	0	0	0	0	0	0	0	0	0	0	0	0
Gm2830	164	140	46	31	25	10	2148	2080	2713	2600	1782	1450
Gm2825	0	0	0	0	0	0	0	0	0	0	0	0
Gm2824	0	0	0	0	0	0	0	0	0	0	1	0
Gm281	0	1	0	0	0	0	0	0	0	0	0	0
Gm2808	114	113	95	64	62	64	101	98	80	85	127	98
Gm2799	0	0	0	0	0	0	0	0	0	0	0	0
Gm2788	8	12	7	2	3	11	3	9	10	7	3	0
Gm2784	0	0	0	0	0	0	0	0	0	0	0	0
Gm2777	0	0	0	0	0	0	0	0	0	0	0	0
Gm2762	0	1	0	0	0	0	0	0	0	0	0	0
Gm2759	0	0	0	0	0	0	0	0	0	0	0	0
Gm2721	0	0	0	0	0	0	0	0	0	0	0	0
Gm272	0	0	0	0	0	0	0	0	1	0	0	0
Gm2710	3	2	0	2	1	2	2	1	4	2	1	6
Gm270	0	0	0	0	0	2	0	0	1	1	0	0
Gm2696	0	0	0	0	0	0	0	0	0	0	0	0
Gm2695	1293	1111	1166	1060	816	812	711	664	968	925	785	686
Gm2694	0	0	0	0	0	0	0	0	0	0	0	0
Gm2666	5	5	7	3	0	0	1	0	0	0	0	0
Gm2663	0	0	0	0	0	0	0	0	0	0	0	1
Gm266	422	428	131	53	0	3	20	23	18	5	1	0
Gm26391	0	0	0	0	0	0	0	0	0	0	0	0
Gm2619	2	3	2	5	1	1	2	2	0	1	1	1
Gm2614	4929	5169	3731	3448	1423	1367	3110	3546	3064	2779	1796	1621
Gm2573	445	378	346	288	176	184	486	313	434	355	229	230
Gm2568	69	66	5	1	6	3	1	0	1	2	0	0
Gm2564	0	0	0	0	0	0	0	0	0	0	0	0
Gm2545	1	2	0	0	0	2	0	1	2	2	2	2
Gm25212	0	0	0	0	0	0	0	0	0	0	0	0
Gm2518	0	1	3	0	1	2	1	2	1	1	3	2
Gm2516	0	0	0	0	0	0	0	0	0	0	0	0
Gm2506	0	0	0	0	0	0	0	0	0	0	0	0
Gm25018	0	0	0	0	0	0	0	0	0	0	0	0
Gm2483	0	0	0	0	0	0	0	0	0	0	0	0
Gm2479	0	0	0	1	1	0	0	1	1	1	0	0
Gm2457	0	0	2	1	0	0	2	4	3	1	0	1
Gm2447	0	0	0	2	1	0	1	1	0	2	1	0
Gm2446	23	21	25	14	7	10	11	26	14	14	17	14
Gm2436	198	186	140	174	72	96	147	145	136	104	147	130
Gm2427	33	42	27	33	6	9	56	62	38	47	54	65
Gm2423	1079	1042	598	489	275	281	1261	1125	1175	1130	1127	1016
Gm2411	0	0	0	0	0	0	0	0	0	0	0	0
Gm2401	9	4	4	17	2	0	6	6	11	7	6	1
Gm2396	1	0	0	0	0	0	1	0	0	0	0	1
Gm2381	2	0	1	1	1	0	0	0	0	0	1	0
Gm2366	6	5	0	3	0	2	3	2	2	2	5	6
Gm2329	3	7	0	1	0	2	6	0	2	2	2	1
Gm23284	0	0	0	0	0	0	0	0	0	0	0	0
Gm2318	0	0	0	0	0	0	0	0	0	0	0	0
Gm2288	0	0	0	0	0	0	0	0	0	0	0	0
Gm2287	0	0	0	0	0	0	0	2	0	0	0	0
Gm2274	0	0	0	0	0	0	0	0	0	0	0	0
Gm2260	0	0	0	0	0	0	0	0	0	0	0	0
Gm2244	0	0	0	0	3	1	0	0	0	0	1	0
Gm2240	0	0	0	0	0	0	0	0	0	0	0	0
Gm22291	0	0	0	0	0	0	0	0	0	0	0	0
Gm2225	722	648	538	512	269	295	565	649	477	488	280	242
Gm2223	1905	2088	1802	1474	1009	1090	1494	1491	1481	1340	1269	1144
Gm22109	0	0	0	0	0	0	0	0	0	0	0	0
Gm22	168	90	13	13	6	14	66	61	211	351	116	100
Gm21996	0	0	0	0	0	0	0	0	0	0	0	0
Gm21977	0	0	0	0	0	0	0	0	0	0	0	0
Gm21951	0	0	0	0	0	0	0	0	0	0	0	0
Gm21950	0	0	0	0	0	0	0	0	0	0	0	0
Gm21949	0	0	0	0	0	0	0	0	0	0	0	0
Gm21948	0	3	4	2	2	0	3	4	0	1	5	3
Gm21944	0	0	0	0	0	0	0	0	0	0	0	0
Gm21943	0	0	0	0	0	0	0	0	0	0	0	0
Gm21936	0	0	0	0	0	0	0	1	0	0	0	0
Gm21933	0	0	0	0	0	0	0	0	0	0	0	0
Gm2192	0	0	0	0	0	0	0	0	0	0	0	0
Gm2178	0	0	0	0	0	0	0	0	0	0	0	0
Gm2176	0	0	0	0	0	0	0	0	0	0	0	1
Gm2172	0	0	0	0	0	0	0	0	0	0	0	0
Gm21715	0	0	0	0	0	0	0	0	0	0	0	0
Gm21708	0	0	0	0	0	0	0	0	0	0	0	0
Gm21704	0	0	0	0	0	0	0	0	0	0	0	0
Gm21699	0	0	0	0	0	0	0	0	0	0	0	0
Gm21698	0	0	0	0	0	0	2	4	0	0	0	0
Gm21693	0	0	0	0	0	0	0	0	0	0	0	0
Gm21691	0	0	0	1	1	0	6	4	17	13	11	15
Gm21685	0	0	0	0	0	0	0	0	0	0	0	0
Gm21683	0	0	0	0	0	0	0	0	0	0	0	0
Gm21681	0	0	0	0	0	0	0	0	0	0	0	0
Gm21680	0	0	0	0	0	0	0	0	0	1	0	0
Gm21679	0	0	0	0	0	0	0	0	0	0	0	0
Gm21678	0	0	0	0	0	0	0	0	0	0	0	0
Gm21677	0	0	0	0	0	0	0	0	0	0	0	0
Gm21673	0	0	0	0	0	0	0	0	0	0	0	0
Gm21672	0	0	0	0	0	0	0	0	0	0	0	0
Gm21671	0	0	0	0	1	0	3	5	0	3	1	0
Gm21663	0	0	0	0	1	0	1	1	0	0	0	0
Gm21661	0	0	0	0	0	0	0	0	0	0	0	0
Gm21660	0	0	0	0	0	0	0	0	0	0	0	0
Gm21658	0	0	0	0	0	0	0	0	0	0	0	0
Gm21657	0	0	0	0	0	0	0	0	0	0	0	0
Gm21654	0	0	0	0	0	0	0	0	0	0	0	0
Gm21650	0	0	0	0	0	0	0	0	0	0	0	0
Gm2165	0	0	0	0	0	0	0	0	0	0	0	0
Gm21647	0	0	0	0	0	0	0	0	0	0	0	0
Gm21645	0	0	0	0	0	0	0	0	0	0	0	0
Gm21642	0	0	0	0	0	0	0	0	0	0	0	0
Gm21638	0	0	0	0	0	0	0	0	0	0	0	0
Gm21637	0	0	0	0	0	0	0	0	0	0	0	0
Gm21634	0	0	0	0	0	0	0	0	0	0	0	0
Gm21633	0	0	0	0	0	0	0	0	0	0	0	0
Gm2163	0	0	0	0	0	0	0	0	0	1	0	0
Gm21627	0	0	0	0	0	0	0	0	0	0	0	0
Gm21626	0	0	0	0	0	0	0	0	0	0	0	0
Gm21617	0	0	0	0	0	0	0	0	0	0	0	0
Gm21616	0	0	0	0	0	0	0	0	0	0	0	0
Gm21608	0	0	0	0	0	0	0	0	0	0	0	0
Gm21599	0	0	0	0	0	0	0	0	0	0	0	0
Gm21596	31	34	14	11	4	8	25	29	35	24	16	22
Gm21588	0	0	0	0	0	0	0	0	0	0	0	0
Gm21586	0	0	0	1	1	0	1	0	0	0	1	2
Gm21573	0	0	0	0	0	0	0	0	0	0	0	0
Gm21572	0	0	0	0	0	0	0	0	0	0	0	0
Gm21571	0	0	0	0	0	0	0	0	0	0	0	0
Gm21563	0	0	0	0	0	0	0	0	0	0	0	0
Gm21562	0	0	0	0	0	0	0	0	0	0	0	0
Gm21560	0	0	0	0	9	6	3	1	5	8	2	2
Gm21559	17	16	4	12	15	3	15	18	15	17	5	10
Gm21541	0	0	0	0	0	2	1	3	0	0	0	0
Gm21539	0	0	0	0	0	0	0	0	0	0	0	0
Gm21530	0	0	0	0	0	0	0	0	0	0	0	0
Gm21529	0	0	0	0	0	0	0	0	0	0	0	0
Gm21524	0	0	0	0	0	0	0	0	0	0	0	0
Gm21518	0	0	0	0	0	0	0	0	0	0	0	0
Gm21506	0	0	0	0	0	0	0	0	0	0	0	0
Gm21497	0	0	0	0	0	0	0	0	0	0	0	0
Gm21489	0	0	0	0	0	0	0	0	0	0	0	0
Gm21488	0	0	0	0	0	0	0	0	0	0	0	0
Gm2148	380	358	334	338	318	308	301	297	249	207	254	194
Gm21477	0	0	0	0	0	0	0	0	0	0	0	0
Gm21476	0	0	0	0	0	0	0	0	0	0	0	0
Gm21470	0	0	0	0	0	0	0	0	0	0	0	0
Gm21469	0	0	0	0	0	0	0	0	0	0	0	0
Gm21462	0	0	0	0	0	0	0	0	0	0	0	0
Gm21454	0	0	0	0	0	0	0	0	0	0	0	0
Gm21451	7	15	13	8	5	5	44	71	475	435	1094	604
Gm21450	0	0	0	0	0	0	0	0	0	0	0	0
Gm21447	0	0	0	0	0	0	0	0	0	0	0	0
Gm21443	0	0	0	0	0	0	0	0	0	0	0	0
Gm21440	0	0	0	0	0	0	0	0	0	0	0	0
Gm21435	0	0	0	0	0	0	0	0	0	0	0	0
Gm21428	0	0	0	0	0	0	0	0	0	0	0	0
Gm21427	0	0	0	0	0	0	0	0	0	0	0	0
Gm21425	0	0	0	0	0	0	0	0	0	0	0	0
Gm21419	0	0	0	0	0	0	0	0	0	0	0	0
Gm21413	0	0	0	0	0	0	0	0	0	0	0	0
Gm21412	0	0	0	0	0	0	0	0	0	0	0	0
Gm21409	0	0	0	0	0	0	0	0	0	0	0	0
Gm21405	0	0	0	0	0	0	0	0	0	0	0	0
Gm21404	133	126	69	70	15	13	0	3	2	9	2	1
Gm21399	5174	4905	4003	3840	2390	2447	4400	3910	4307	3682	3912	3436
Gm21396	0	0	0	0	0	0	0	0	0	0	0	0
Gm21388	0	0	0	0	0	0	0	0	0	0	0	0
Gm21387	0	0	0	0	0	0	0	0	0	0	0	0
Gm21380	0	0	0	0	0	0	0	0	0	0	0	0
Gm21379	0	0	0	0	0	0	0	0	0	0	0	0
Gm21378	791	858	1032	952	337	283	733	785	903	779	581	476
Gm21370	42	37	37	32	24	26	60	51	53	43	59	52
Gm21366	0	0	0	0	0	0	0	0	0	0	0	0
Gm21364	0	0	0	0	0	0	0	0	0	0	0	0
Gm21344	0	0	0	0	0	0	0	0	0	0	0	0
Gm21340	0	0	0	0	0	0	0	0	0	0	0	0
Gm21333	0	0	0	0	0	0	0	0	0	0	0	0
Gm21330	0	0	0	0	0	0	0	0	0	0	0	0
Gm21320	0	0	0	0	0	0	0	0	0	0	0	0
Gm21319	1	0	0	0	0	1	0	1	0	0	0	1
Gm21317	0	0	0	0	0	0	0	0	0	0	0	0
Gm21316	0	0	0	0	0	0	0	0	0	0	0	0
Gm21312	0	0	0	0	0	0	0	0	0	0	0	0
Gm21310	0	0	0	0	0	0	0	0	0	0	0	0
Gm21308	0	0	0	0	0	0	0	0	0	0	0	0
Gm21304	0	0	0	0	0	0	0	0	0	0	0	0
Gm21302	0	0	0	0	0	0	0	0	0	0	0	0
Gm21301	0	0	0	0	0	0	0	0	0	0	0	0
Gm21294	0	0	0	0	0	0	0	0	0	0	0	0
Gm21293	0	0	0	0	0	0	0	0	0	0	0	0
Gm21292	0	0	0	0	0	0	0	0	0	0	0	0
Gm21287	0	0	0	0	0	0	0	0	0	0	0	0
Gm21285	0	0	0	0	0	0	0	0	0	0	0	0
Gm21284	1	4	1	1	1	0	4	7	13	8	11	8
Gm21283	0	0	0	0	0	0	0	0	0	0	0	0
Gm21282	0	0	0	0	0	0	0	0	0	0	0	0
Gm21281	0	0	0	0	0	0	0	0	0	0	0	0
Gm2128	0	0	0	0	0	0	0	0	2	1	0	0
Gm21276	0	0	0	0	0	0	0	0	0	0	0	0
Gm21275	0	0	0	0	0	0	0	0	0	0	0	0
Gm21269	0	0	0	0	1	0	0	0	0	0	0	0
Gm21268	0	0	0	0	0	0	0	0	0	0	0	0
Gm21258	0	0	0	0	0	0	0	0	0	0	0	0
Gm21257	0	0	0	0	0	0	0	0	0	0	0	0
Gm21249	0	0	0	0	0	0	0	0	0	0	0	0
Gm21248	0	0	0	0	0	0	0	0	0	0	0	0
Gm21247	0	0	0	0	0	0	0	0	0	0	0	0
Gm21245	0	0	0	0	0	0	0	0	0	0	0	0
Gm21244	0	0	0	0	0	0	0	0	0	0	0	0
Gm21242	0	0	0	0	0	0	0	0	0	0	0	0
Gm21221	0	0	0	0	0	0	0	0	0	0	0	0
Gm21209	0	0	0	0	0	0	0	0	0	0	0	0
Gm21201	0	0	0	0	0	0	0	0	0	0	0	0
Gm21191	0	0	0	0	0	0	0	0	0	0	0	0
Gm21190	1	2	2	2	0	3	659	840	200	264	194	258
Gm21188	138	112	93	106	55	62	134	152	119	124	134	179
Gm21184	0	0	0	0	0	0	0	0	0	0	0	0
Gm21180	0	0	0	0	0	0	0	0	0	0	0	0
Gm21173	0	0	0	0	0	0	0	0	0	0	0	0
Gm21171	0	0	0	0	0	0	0	0	0	0	0	0
Gm21170	0	0	0	0	0	0	0	0	0	0	0	0
Gm21163	0	0	0	0	0	0	0	0	0	0	0	0
Gm21162	0	0	0	0	0	0	0	0	0	0	0	0
Gm21160	0	0	0	0	0	0	0	0	0	0	0	0
Gm21158	0	0	0	0	0	0	4	5	6	3	4	4
Gm21155	0	0	0	0	0	0	0	0	0	0	0	0
Gm21152	6	2	2	4	3	2	2	3	6	4	1	0
Gm21151	0	0	0	0	0	0	0	0	0	0	0	0
